TICKER,ISIN,COUNTRY_OF_PRIMARY_MARKET,TRADING_COUNTRY,TRADING_CURRENCY,IS_COMPOSITE
BBVAe,ES0113211835,ES,IE,EUR,N
BAYNd,DE000BAY0017,DE,IE,EUR,N
AIQUFn,FR0000120073,FR,IE,USD,N
BAYNd,DE000BAY0017,DE,IE,EUR,N
IFXz,DE0006231004,DE,IE,CHF,N
ESOCFn,IT0003128367,IT,IE,USD,N
BBVXFn,ES0113211835,ES,IE,USD,N
DTEk,DE0005557508,DE,GB,CZK,N
,IE00BZ12WP82,US,,EUR,N
ELm,FR0000121667,FR,GB,EUR,N
ELm,FR0000121667,FR,,EUR,N
ALVd,DE0008404005,DE,GB,EUR,N
DTEk,DE0005557508,DE,IE,CZK,N
DTEk,DE0005557508,DE,IE,CZK,N
VOWk,DE0007664039,DE,IE,CZK,N
ADDDFn,DE000A1EWWW0,DE,IE,USD,N
SIEd,DE0007236101,DE,IE,EUR,N
ADDDFn,DE000A1EWWW0,DE,IE,USD,N
ADSd,DE000A1EWWW0,DE,IE,EUR,N
SAFRFn,FR0000073272,FR,IE,USD,N
ABIb,BE0974293251,BE,IE,EUR,N
ADIDAt,DE000A1EWWW0,DE,IE,HUF,N
PDRDFn,FR0000120693,FR,IE,USD,N
DAINn,DE0007100000,DE,IE,MXN,N
BASz,DE000BASF111,DE,IE,CHF,N
ALIZFn,DE0008404005,DE,IE,USD,N
ADa,NL0011794037,NL,IE,EUR,N
ADYENa,NL0012969182,NL,IE,EUR,N
BBVAe,ES0113211835,ES,IE,EUR,N
BMWd,DE0005190003,DE,IE,EUR,N
AHODFn,NL0011794037,NL,IE,USD,N
SANe,ES0113900J37,ES,IE,EUR,N
AIp,FR0000120073,FR,IE,EUR,N
DG,FR0000125486,FR,,EUR,N
INN1d,NL0011821202,NL,IE,EUR,N
GPDNFn,FR0000120644,FR,IE,USD,N
SAN,ES0113900J37,ES,,EUR,N
AIQUFn,FR0000120073,FR,IE,USD,N
SAF,FR0000073272,FR,,EUR,N
AIRp,NL0000235190,FR,IE,EUR,N
DPWd,DE0005552004,DE,IE,EUR,N
BCDRFn,ES0113900J37,ES,IE,USD,N
SAN,FR0000120578,FR,,EUR,N
BNCl,ES0113900J37,ES,IE,GBP,N
CRHCFn,IE0001827041,IE,IE,USD,N
PHI1d,NL0000009538,NL,IE,EUR,N
OR,FR0000120321,FR,,EUR,N
ALVd,DE0008404005,DE,IE,EUR,N
AHODFn,NL0011794037,NL,IE,USD,N
BAYe,DE000BAY0017,DE,,EUR,N
BAYNz,DE000BAY0017,DE,IE,CHF,N
ADIDAt,DE000A1EWWW0,DE,GB,HUF,N
ADIDAT,DE000A1EWWW0,DE,IE,HUF,N
INN1d,NL0011821202,NL,GB,EUR,N
ALLIAt,DE0008404005,DE,GB,HUF,N
LINDEt,IE00BZ12WP82,US,IE,HUF,N
VOWk,DE0007664039,DE,IE,CZK,N
VOWk,DE0007664039,DE,GB,CZK,N
ALLIAt,DE0008404005,DE,IE,HUF,N
LINDEt,IE00BZ12WP82,US,GB,HUF,N
ALLIAt,DE0008404005,DE,IE,HUF,N
LINDEt,IE00BZ12WP82,US,IE,HUF,N
VNAd,DE000A1ML7J1,DE,IE,EUR,N
PPRUFn,FR0000121485,FR,IE,USD,N
BBVA,ES0113211835,ES,,EUR,N
BNp,FR0000120644,FR,IE,EUR,N
AIRp,NL0000235190,FR,IE,EUR,N
ENELm,IT0003128367,IT,IE,EUR,N
,IE00BWT6H894,GB,,GBP,N
DAIMFn,DE000A1ML7J1,DE,IE,USD,N
ORp,FR0000120321,FR,IE,EUR,N
KNYJFn,FI0009013403,FI,IE,USD,N
ENIm,IT0003132476,IT,IE,EUR,N
IFXd,DE0006231004,DE,IE,EUR,N
BAYe,DE000BAY0017,DE,GB,EUR,N
DAIz,DE0007100000,DE,GB,CHF,N
MERCEt,DE0007100000,DE,IE,HUF,N
BAYERt,DE000BAY0017,DE,GB,HUF,N
BMWt,DE0005190003,DE,IE,HUF,N
INFINt,DE0006231004,DE,IE,HUF,N
SAPt,DE0007164600,DE,GB,HUF,N
BASFt,DE000BASF111,DE,GB,HUF,N
BASFt,DE000BASF111,DE,IE,HUF,N
BAYERt,DE000BAY0017,DE,IE,HUF,N
MERCEt,DE0007100000,DE,GB,HUF,N
DEUTTt,DE0005557508,DE,IE,HUF,N
VOLKSt,DE0007664039,DE,IE,HUF,N
DEUTTt,DE0005557508,DE,GB,HUF,N
SAPt,DE0007164600,DE,IE,HUF,N
BMWt,DE0005190003,DE,GB,HUF,N
INFINt,DE0006231004,DE,GB,HUF,N
VOLKSt,DE0007664039,DE,GB,HUF,N
BN,FR0000120644,FR,,CHF,Y
PHI1d,NL0000009538,NL,GB,EUR,N
TTEp,FR0000120271,FR,IE,EUR,N
DTEGFn,DE0005557508,DE,IE,USD,N
INGVFn,NL0011821202,NL,IE,USD,N
ITX,ES0148396007,ES,,EUR,N
SAFp,FR0000073272,FR,NL,EUR,N
SAFp,FR0000073272,FR,IE,EUR,N
ADSd,DE000A1EWWW0,DE,IE,EUR,N
BNPd,FR0000131104,FR,IE,EUR,N
ISPm,IT0000072618,IT,IE,EUR,N
CRHl,IE0001827041,IE,IE,GBP,N
BSD2d,ES0113900J37,ES,GB,EUR,N
CRG,IE0001827041,IE,IT,EUR,N
MBGz,DE0007100000,DE,IE,CHF,N
BAYNz,DE000BAY0017,DE,GB,CHF,N
ASMEd,NL0010273215,NL,GB,EUR,N
8TId,NL00150001Q9,US,GB,EUR,N
KNEBV,FI0009013403,FI,,EUR,N
BAS,DE000BASF111,DE,,CHF,N
MUV2,DE0008430026,DE,,EUR,N
CS,FR0000120628,FR,,EUR,N
BAYN,DE000BAY0017,DE,,EUR,N
SAPd,DE0007164600,DE,IE,EUR,N
SAPGFn,DE0007164600,DE,IE,USD,N
,DE000A1ML7J1,DE,,EUR,N
CRGi,IE0001827041,IE,IE,EUR,N
EADSFn,NL0000235190,FR,IE,USD,N
BBVXFn,ES0113211835,ES,IE,USD,N
SNYNFn,FR0000120578,FR,IE,USD,N
SBGSFn,FR0000121972,FR,IE,USD,N
ITXe,ES0148396007,ES,IE,EUR,N
IDEXFn,ES0148396007,ES,IE,USD,N
INGA.XAMS,NL0011821202,NL,GB,EUR,N
AIRp,NL0000235190,FR,GB,EUR,N
CRHl,IE0001827041,IE,GB,GBP,N
BAS,DE000BASF111,DE,,EUR,N
ASMLFn,NL0010273215,NL,IE,USD,N
KER,FR0000121485,FR,,EUR,N
DB1,DE0005810055,DE,,EUR,N
SAN,ES0113900J37,ES,,GBP,N
BN,FR0000120644,FR,,EUR,N
SIE,DE0007236101,DE,,EUR,N
BFAl,DE000BASF111,DE,GB,EUR,N
VOLKSt,DE0007664039,DE,IE,HUF,N
VOW3d,DE0007664039,DE,IE,EUR,N
TOTBd,FR0000120271,FR,GB,EUR,N
ENI,IT0003132476,IT,,EUR,N
SAP,DE0007164600,DE,,EUR,N
IBEe,ES0144580Y14,ES,IE,EUR,N
FCAUn,NL00150001Q9,US,IE,USD,N
LVMHFn,FR0000121014,FR,IE,USD,N
ELp,FR0000121667,FR,IE,EUR,N
ADS,DE000A1EWWW0,DE,,EUR,N
PHGFFn,NL0000009538,NL,IE,USD,N
DB1d,DE0005810055,DE,IE,EUR,N
SUp,FR0000121972,FR,IE,EUR,N
VWVz,DE0007664039,DE,IE,CHF,N
ASML,NL0010273215,NL,,EUR,N
TTFNFn,FR0000120271,FR,IE,USD,N
BFAl,DE000BASF111,DE,,EUR,N
TTFNFn,FR0000120271,FR,IE,USD,N
VNAd,DE000A1ML7J1,DE,IE,EUR,N
VWVz,DE0007664039,DE,GB,CHF,N
MC,FR0000121014,FR,,EUR,N
BVAl,ES0113211835,ES,GB,EUR,N
VLKPFn,DE0007664039,DE,IE,USD,N
FCAm,NL00150001Q9,IT,GB,EUR,N
,NL0013654783,NL,,EUR,N
BNP,FR0000131104,FR,,EUR,N
ALV,DE0008404005,DE,,EUR,N
SIEMEt,DE0007236101,DE,IE,HUF,N
ABI,BE0974293251,BE,,EUR,N
IFX,DE0006231004,DE,,EUR,N
VLKPFn,DE0007664039,DE,IE,USD,N
ENEL,IT0003128367,IT,,EUR,N
SANT,ES0113900J37,ES,IT,EUR,N
RIp,FR0000120693,FR,IE,EUR,N
SANp,FR0000120578,FR,IE,EUR,N
SNYNFn,FR0000120578,FR,IE,USD,N
SANw,ES0113900J37,ES,IE,PLN,N
RMSp,FR0000052292,FR,IE,EUR,N
SAFRFn,FR0000073272,FR,IE,USD,N
SAPd,DE0007164600,DE,IE,EUR,N
SUp,FR0000121972,FR,IE,EUR,N
1NBAd,BE0974293251,BE,IE,EUR,N
SMAWFn,DE0007236101,DE,IE,USD,N
SAPGFn,DE0007164600,DE,IE,USD,N
ANHN,BE0974293251,BE,IE,ZAR,N
SBGSFn,FR0000121972,FR,IE,USD,N
SIE,DE0007236101,DE,,CHF,Y
SIEMEt,DE0007236101,DE,IE,HUF,N
SAFp,FR0000073272,FR,IE,EUR,N
AI,FR0000120073,FR,,EUR,N
SIEd,DE0007236101,DE,IE,EUR,N
1TYd,NL0013654783,NL,GB,EUR,N
1TYd,NL0013654783,NL,IE,EUR,N
MOHD,FR0000121014,FR,GB,EUR,N
BNPd,FR0000131104,FR,GB,EUR,N
